_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,510A,Contribution To Reserves/Reserve Funds,50213,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,650A,Other Expenditures,0,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,700A,Inter-Divisional Charges,1226,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,100A,Salaries And Benefits,670877,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,200A,Materials & Supplies,2857,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,300A,Equipment,1071,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,400A,Service And Rent,15934,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,510A,Contribution To Reserves/Reserve Funds,27193,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,650A,Other Expenditures,2,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,700A,Inter-Divisional Charges,914,
Office of the Chief Financial Officer,F&A-Executive Leadership,,100A,Salaries And Benefits,926803,
Office of the Chief Financial Officer,F&A-Executive Leadership,,200A,Materials & Supplies,2391,
Office of the Chief Financial Officer,F&A-Executive Leadership,,400A,Service And Rent,13111,
Office of the Chief Financial Officer,F&A-Executive Leadership,,700A,Inter-Divisional Charges,135350,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,100A,Salaries And Benefits,1455757,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,200A,Materials & Supplies,5139,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,400A,Service And Rent,12587,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,700A,Inter-Divisional Charges,52733,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,100A,Salaries And Benefits,290209,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,200A,Materials & Supplies,340,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,400A,Service And Rent,1462,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,100A,Salaries And Benefits,2444900,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,200A,Materials & Supplies,8125,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,400A,Service And Rent,39710,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,700A,Inter-Divisional Charges,13864,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,100A,Salaries And Benefits,1797580,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,200A,Materials & Supplies,5142,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,400A,Service And Rent,25991,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,700A,Inter-Divisional Charges,8665,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,100A,Salaries And Benefits,1572803,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,200A,Materials & Supplies,2468,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,400A,Service And Rent,10677,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,700A,Inter-Divisional Charges,4159,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,100A,Salaries And Benefits,2181372,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,200A,Materials & Supplies,4731,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,400A,Service And Rent,23572,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,700A,Inter-Divisional Charges,7972,
Office of the Lobbyist Registrar,,,100A,Salaries And Benefits,1053367,
Office of the Lobbyist Registrar,,,200A,Materials & Supplies,7611,
Office of the Lobbyist Registrar,,,300A,Equipment,286,
Office of the Lobbyist Registrar,,,400A,Service And Rent,79647,
Office of the Lobbyist Registrar,,,510A,Contribution To Reserves/Reserve Funds,1578,
Office of the Lobbyist Registrar,,,700A,Inter-Divisional Charges,600,
Office of the Ombudsman,,,100A,Salaries And Benefits,1553735,
Office of the Ombudsman,,,200A,Materials & Supplies,12718,
Office of the Ombudsman,,,300A,Equipment,7222,
Office of the Ombudsman,,,400A,Service And Rent,226396,
Office of the Ombudsman,,,510A,Contribution To Reserves/Reserve Funds,2082,
Office of the Ombudsman,,,700A,Inter-Divisional Charges,12405,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,100A,Salaries And Benefits,1693485,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,200A,Materials & Supplies,9874,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,300A,Equipment,1179,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,400A,Service And Rent,67164,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,510A,Contribution To Reserves/Reserve Funds,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,700A,Inter-Divisional Charges,13907,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,100A,Salaries And Benefits,1661305,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,200A,Materials & Supplies,5527,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,400A,Service And Rent,68392,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,510A,Contribution To Reserves/Reserve Funds,25259,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,700A,Inter-Divisional Charges,8614,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,100A,Salaries And Benefits,1350223,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,200A,Materials & Supplies,5871,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,300A,Equipment,1004,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,400A,Service And Rent,45846,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,510A,Contribution To Reserves/Reserve Funds,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,700A,Inter-Divisional Charges,10961,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,100A,Salaries And Benefits,148909,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,200A,Materials & Supplies,62,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,400A,Service And Rent,6550,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,510A,Contribution To Reserves/Reserve Funds,2215,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,100A,Salaries And Benefits,3749693,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,200A,Materials & Supplies,881,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,300A,Equipment,117,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,400A,Service And Rent,84879,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,650A,Other Expenditures,17603,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,700A,Inter-Divisional Charges,121968,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,100A,Salaries And Benefits,397457,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,200A,Materials & Supplies,402,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,400A,Service And Rent,2353,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,100A,Salaries And Benefits,811377,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,200A,Materials & Supplies,584,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,300A,Equipment,176,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,400A,Service And Rent,14154,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,650A,Other Expenditures,98000,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,700A,Inter-Divisional Charges,3532,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,100A,Salaries And Benefits,279171,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,200A,Materials & Supplies,417,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,400A,Service And Rent,3232,
Office of the Treasurer,ASD-SAP Governance,ASD-SAP Solution Delivery,100A,Salaries And Benefits,-50308,Non-normal value
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP Financial Systems Training,100A,Salaries And Benefits,297408,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP Financial Systems Training,200A,Materials & Supplies,402,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP Financial Systems Training,400A,Service And Rent,1402,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP User Support,100A,Salaries And Benefits,958357,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP User Support,200A,Materials & Supplies,766,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP User Support,300A,Equipment,352,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-SAP User Support,400A,Service And Rent,22552,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax Advisory & Policy,100A,Salaries And Benefits,324566,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax Advisory & Policy,200A,Materials & Supplies,2222,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax Advisory & Policy,400A,Service And Rent,1730,
Office of the Treasurer,ASD-Tax & Financial System Support,ASD-Tax Advisory & Policy,700A,Inter-Divisional Charges,4824,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,100A,Salaries And Benefits,2736133,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,200A,Materials & Supplies,18353,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,300A,Equipment,6744,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,400A,Service And Rent,55906,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,510A,Contribution To Reserves/Reserve Funds,47393,
Office of the Treasurer,PMM-Materials Management Stores & Distribution,,700A,Inter-Divisional Charges,158457,
Office of the Treasurer,PMM-Purchasing,,100A,Salaries And Benefits,8009717,
Office of the Treasurer,PMM-Purchasing,,200A,Materials & Supplies,29647,
Office of the Treasurer,PMM-Purchasing,,300A,Equipment,16134,
Office of the Treasurer,PMM-Purchasing,,400A,Service And Rent,397036,
Office of the Treasurer,PMM-Purchasing,,510A,Contribution To Reserves/Reserve Funds,28544,
Office of the Treasurer,PMM-Purchasing,,650A,Other Expenditures,5186,
Office of the Treasurer,PMM-Purchasing,,700A,Inter-Divisional Charges,20200,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,100A,Salaries And Benefits,564947,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,200A,Materials & Supplies,2121,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,300A,Equipment,1435,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,400A,Service And Rent,25312,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,510A,Contribution To Reserves/Reserve Funds,1743,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,650A,Other Expenditures,1280,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-3rd Party Payments & Compliance,700A,Inter-Divisional Charges,10712,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,100A,Salaries And Benefits,671146,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,200A,Materials & Supplies,2121,
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Benefit & Pension Management Reporting,300A,Equipment,1135,
