Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Inter-Divisional Charges,700A,Expenses,201976,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Materials & Supplies,200A,Expenses,213826,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Other Expenditures,650A,Expenses,7736,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Salaries And Benefits,100A,Expenses,1762417,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Service And Rent,400A,Expenses,292403,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Contribution To Reserves/Reserve Funds,510A,Expenses,24326,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Equipment,300A,Expenses,963,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Inter-Divisional Charges,700A,Expenses,50004,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Materials & Supplies,200A,Expenses,4633,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Other Expenditures,650A,Expenses,24510,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Salaries And Benefits,100A,Expenses,358126,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Service And Rent,400A,Expenses,37295,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Contribution To Reserves/Reserve Funds,510A,Expenses,43578,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Equipment,300A,Expenses,203268,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Inter-Divisional Charges,700A,Expenses,105140,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Materials & Supplies,200A,Expenses,230719,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Other Expenditures,650A,Expenses,3883,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Salaries And Benefits,100A,Expenses,1620337,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Service And Rent,400A,Expenses,256880,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Contribution To Reserves/Reserve Funds,510A,Expenses,12686,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Equipment,300A,Expenses,3568,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Inter-Divisional Charges,700A,Expenses,811439,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Materials & Supplies,200A,Expenses,23358,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Other Expenditures,650A,Expenses,90000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Salaries And Benefits,100A,Expenses,1812466,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Service And Rent,400A,Expenses,46320,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Contribution To Reserves/Reserve Funds,510A,Expenses,12686,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Equipment,300A,Expenses,661,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Inter-Divisional Charges,700A,Expenses,152533,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Materials & Supplies,200A,Expenses,3885,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Other Expenditures,650A,Expenses,14000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Salaries And Benefits,100A,Expenses,408180,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Service And Rent,400A,Expenses,6451,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Equipment,300A,Expenses,230,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Inter-Divisional Charges,700A,Expenses,49328,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Materials & Supplies,200A,Expenses,1524,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Other Expenditures,650A,Expenses,6000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Salaries And Benefits,100A,Expenses,108162,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Service And Rent,400A,Expenses,1284,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Contribution To Reserves/Reserve Funds,510A,Expenses,25372,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Equipment,300A,Expenses,16297,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Inter-Divisional Charges,700A,Expenses,1259361,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Materials & Supplies,200A,Expenses,42288,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Other Expenditures,650A,Expenses,90000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Salaries And Benefits,100A,Expenses,3452669,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Service And Rent,400A,Expenses,52120,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,5074,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Equipment,300A,Expenses,60,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Inter-Divisional Charges,700A,Expenses,9849,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Materials & Supplies,200A,Expenses,7808,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Salaries And Benefits,100A,Expenses,1265349,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Service And Rent,400A,Expenses,11315,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,88319,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Equipment,300A,Expenses,5721,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Inter-Divisional Charges,700A,Expenses,169148,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Materials & Supplies,200A,Expenses,30530,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Salaries And Benefits,100A,Expenses,6462001,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Service And Rent,400A,Expenses,120468,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,12686,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Equipment,300A,Expenses,137,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Inter-Divisional Charges,700A,Expenses,41647,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Materials & Supplies,200A,Expenses,6258,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Salaries And Benefits,100A,Expenses,886906,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Service And Rent,400A,Expenses,22079,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,303590,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Equipment,300A,Expenses,23084,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Inter-Divisional Charges,700A,Expenses,626903,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Materials & Supplies,200A,Expenses,147277,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Salaries And Benefits,100A,Expenses,5361742,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Service And Rent,400A,Expenses,196353,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Contribution To Reserves/Reserve Funds,510A,Expenses,7612,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Equipment,300A,Expenses,2491,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Inter-Divisional Charges,700A,Expenses,135189,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Materials & Supplies,200A,Expenses,34235,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Salaries And Benefits,100A,Expenses,2576186,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Service And Rent,400A,Expenses,69345,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Contribution To Reserves/Reserve Funds,510A,Expenses,38059,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Equipment,300A,Expenses,4170,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Inter-Divisional Charges,700A,Expenses,244174,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Materials & Supplies,200A,Expenses,52573,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Salaries And Benefits,100A,Expenses,4254942,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Service And Rent,400A,Expenses,115837,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Contribution To Reserves/Reserve Funds,510A,Expenses,25372,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Equipment,300A,Expenses,5902,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Inter-Divisional Charges,700A,Expenses,248715,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Materials & Supplies,200A,Expenses,59802,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Salaries And Benefits,100A,Expenses,5114963,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Service And Rent,400A,Expenses,158342,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,5074,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Equipment,300A,Expenses,2662,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Inter-Divisional Charges,700A,Expenses,144982,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Materials & Supplies,200A,Expenses,35122,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Salaries And Benefits,100A,Expenses,2682372,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Service And Rent,400A,Expenses,74096,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Contribution To Reserves/Reserve Funds,510A,Expenses,76162600,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Inter-Divisional Charges,700A,Expenses,18504182,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Materials & Supplies,200A,Expenses,1125600,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Other Expenditures,650A,Expenses,149396573,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Salaries And Benefits,100A,Expenses,55041113,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Service And Rent,400A,Expenses,307964120,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Contribution To Reserves/Reserve Funds,510A,Expenses,107481000,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Inter-Divisional Charges,700A,Expenses,3368131,
