Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Salaries And Benefits,100A,2682372,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Service And Rent,400A,74096,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Contribution To Reserves/Reserve Funds,510A,76162600,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Inter-Divisional Charges,700A,18504182,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Materials & Supplies,200A,1125600,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Other Expenditures,650A,149396573,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Salaries And Benefits,100A,55041113,
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,Service And Rent,400A,307964120,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Contribution To Reserves/Reserve Funds,510A,107481000,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Inter-Divisional Charges,700A,3368131,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Other Expenditures,650A,304500,
Non-Program Revenues,Corporate Accounts,Corporate Accounts,Service And Rent,400A,5767329,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,Equipment,300A,507,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,Inter-Divisional Charges,700A,1354,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,Materials & Supplies,200A,2378,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,Salaries And Benefits,100A,615022,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,Service And Rent,400A,12543,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,Equipment,300A,552,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,Inter-Divisional Charges,700A,1632,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,Materials & Supplies,200A,2783,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,Salaries And Benefits,100A,707868,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,Service And Rent,400A,14270,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,Equipment,300A,573,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,Inter-Divisional Charges,700A,2625,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,Materials & Supplies,200A,4000,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,Salaries And Benefits,100A,948496,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,Service And Rent,400A,19429,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Equipment,300A,3018,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Inter-Divisional Charges,700A,525,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Materials & Supplies,200A,3503,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Other Expenditures,650A,329,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Salaries And Benefits,100A,282553,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,Service And Rent,400A,304827,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Equipment,300A,1543,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Inter-Divisional Charges,700A,748,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Materials & Supplies,200A,2936,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Other Expenditures,650A,168,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Salaries And Benefits,100A,529882,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,Service And Rent,400A,167266,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Contribution To Reserves/Reserve Funds,510A,50213,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Equipment,300A,1972,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Inter-Divisional Charges,700A,1226,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Materials & Supplies,200A,4248,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Other Expenditures,650A,0,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Salaries And Benefits,100A,1006962,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,Service And Rent,400A,19125,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Contribution To Reserves/Reserve Funds,510A,27193,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Equipment,300A,1081,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Inter-Divisional Charges,700A,914,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Materials & Supplies,200A,2857,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Other Expenditures,650A,2,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Salaries And Benefits,100A,717797,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,Service And Rent,400A,15934,
Office of the Chief Financial Officer,F&A-Executive Leadership,F&A-Executive Leadership,Inter-Divisional Charges,700A,135750,
Office of the Chief Financial Officer,F&A-Executive Leadership,F&A-Executive Leadership,Materials & Supplies,200A,3391,
Office of the Chief Financial Officer,F&A-Executive Leadership,F&A-Executive Leadership,Salaries And Benefits,100A,896439,
Office of the Chief Financial Officer,F&A-Executive Leadership,F&A-Executive Leadership,Service And Rent,400A,19761,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,Inter-Divisional Charges,700A,83633,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,Materials & Supplies,200A,11002,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,Salaries And Benefits,100A,1451804,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,Service And Rent,400A,19337,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,F&A-Organizational Management Consulting,Materials & Supplies,200A,1477,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,F&A-Organizational Management Consulting,Salaries And Benefits,100A,281923,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,F&A-Organizational Management Consulting,Service And Rent,400A,1462,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,Inter-Divisional Charges,700A,13864,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,Materials & Supplies,200A,10925,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,Salaries And Benefits,100A,2501435,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,Service And Rent,400A,45710,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,Inter-Divisional Charges,700A,8665,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,Materials & Supplies,200A,6892,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,Salaries And Benefits,100A,1839428,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,Service And Rent,400A,29741,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,Inter-Divisional Charges,700A,4159,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,Materials & Supplies,200A,3308,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,Salaries And Benefits,100A,1514558,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,Service And Rent,400A,14561,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,Inter-Divisional Charges,700A,7972,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,Materials & Supplies,200A,6341,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,Salaries And Benefits,100A,2137148,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,Service And Rent,400A,27022,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Contribution To Reserves/Reserve Funds,510A,1578,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Equipment,300A,280,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Inter-Divisional Charges,700A,600,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Materials & Supplies,200A,7517,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Salaries And Benefits,100A,1036130,
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,Service And Rent,400A,78000,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Contribution To Reserves/Reserve Funds,510A,2082,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Equipment,300A,13468,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Inter-Divisional Charges,700A,11800,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Materials & Supplies,200A,12569,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Salaries And Benefits,100A,1493782,
Office of the Ombudsman,Office of the Ombudsman,Office of the Ombudsman,Service And Rent,400A,221685,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Contribution To Reserves/Reserve Funds,510A,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Equipment,300A,1179,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Inter-Divisional Charges,700A,13907,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Materials & Supplies,200A,9874,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Salaries And Benefits,100A,1638268,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,Service And Rent,400A,67164,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,Contribution To Reserves/Reserve Funds,510A,25259,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,Inter-Divisional Charges,700A,8614,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,Materials & Supplies,200A,5527,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,Salaries And Benefits,100A,1674910,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,Service And Rent,400A,68392,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,Contribution To Reserves/Reserve Funds,510A,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,Equipment,300A,1004,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,Inter-Divisional Charges,700A,10961,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,Materials & Supplies,200A,5871,
