_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Non-Program Revenues,Corporate Accounts,,650A,Other Expenditures,304500,
Non-Program Revenues,Corporate Accounts,,400A,Service And Rent,5767329,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,300A,Equipment,507,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,700A,Inter-Divisional Charges,1354,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,200A,Materials & Supplies,2378,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,100A,Salaries And Benefits,615022,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Advisory & Negotiation,400A,Service And Rent,12543,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,300A,Equipment,552,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,700A,Inter-Divisional Charges,1632,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,200A,Materials & Supplies,2783,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,100A,Salaries And Benefits,707868,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial & Business Analysis,400A,Service And Rent,14270,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,300A,Equipment,573,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,700A,Inter-Divisional Charges,2625,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,200A,Materials & Supplies,4000,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,100A,Salaries And Benefits,948496,
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",CPF-Financial Policy Development,400A,Service And Rent,19429,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,300A,Equipment,3018,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,700A,Inter-Divisional Charges,525,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,200A,Materials & Supplies,3503,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,650A,Other Expenditures,329,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,100A,Salaries And Benefits,282553,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Debt Management,400A,Service And Rent,304827,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,300A,Equipment,1543,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,700A,Inter-Divisional Charges,748,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,200A,Materials & Supplies,2936,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,650A,Other Expenditures,168,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,100A,Salaries And Benefits,529882,
Office of the Chief Financial Officer,CPF-Investment & Debt Management,CPF-Investment Management,400A,Service And Rent,167266,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,510A,Contribution To Reserves/Reserve Funds,50213,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,300A,Equipment,1972,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,700A,Inter-Divisional Charges,1226,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,200A,Materials & Supplies,4248,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,650A,Other Expenditures,0,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,100A,Salaries And Benefits,1006962,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Claims Management,400A,Service And Rent,19125,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,510A,Contribution To Reserves/Reserve Funds,27193,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,300A,Equipment,1081,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,700A,Inter-Divisional Charges,914,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,200A,Materials & Supplies,2857,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,650A,Other Expenditures,2,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,100A,Salaries And Benefits,717797,
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,CPF-Insurance & Risk Management,400A,Service And Rent,15934,
Office of the Chief Financial Officer,F&A-Executive Leadership,,700A,Inter-Divisional Charges,135750,
Office of the Chief Financial Officer,F&A-Executive Leadership,,200A,Materials & Supplies,3391,
Office of the Chief Financial Officer,F&A-Executive Leadership,,100A,Salaries And Benefits,896439,
Office of the Chief Financial Officer,F&A-Executive Leadership,,400A,Service And Rent,19761,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,700A,Inter-Divisional Charges,83633,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,200A,Materials & Supplies,11002,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,100A,Salaries And Benefits,1451804,
Office of the Chief Financial Officer,F&A-Financial Management & Program Support,,400A,Service And Rent,19337,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,200A,Materials & Supplies,1477,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,100A,Salaries And Benefits,281923,
Office of the Chief Financial Officer,F&A-Organizational Management Consulting,,400A,Service And Rent,1462,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,700A,Inter-Divisional Charges,13864,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,200A,Materials & Supplies,10925,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,100A,Salaries And Benefits,2501435,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Budgeting,400A,Service And Rent,45710,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,700A,Inter-Divisional Charges,8665,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,200A,Materials & Supplies,6892,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,100A,Salaries And Benefits,1839428,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Advice,400A,Service And Rent,29741,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,700A,Inter-Divisional Charges,4159,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,200A,Materials & Supplies,3308,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,100A,Salaries And Benefits,1514558,
Office of the Chief Financial Officer,FPD-Financial Planning & Management,FPD-Financial Planning & Policy,400A,Service And Rent,14561,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,700A,Inter-Divisional Charges,7972,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,200A,Materials & Supplies,6341,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,100A,Salaries And Benefits,2137148,
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,,400A,Service And Rent,27022,
Office of the Lobbyist Registrar,,,510A,Contribution To Reserves/Reserve Funds,1578,
Office of the Lobbyist Registrar,,,300A,Equipment,280,
Office of the Lobbyist Registrar,,,700A,Inter-Divisional Charges,600,
Office of the Lobbyist Registrar,,,200A,Materials & Supplies,7517,
Office of the Lobbyist Registrar,,,100A,Salaries And Benefits,1036130,
Office of the Lobbyist Registrar,,,400A,Service And Rent,78000,
Office of the Ombudsman,,,510A,Contribution To Reserves/Reserve Funds,2082,
Office of the Ombudsman,,,300A,Equipment,13468,
Office of the Ombudsman,,,700A,Inter-Divisional Charges,11800,
Office of the Ombudsman,,,200A,Materials & Supplies,12569,
Office of the Ombudsman,,,100A,Salaries And Benefits,1493782,
Office of the Ombudsman,,,400A,Service And Rent,221685,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,510A,Contribution To Reserves/Reserve Funds,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,300A,Equipment,1179,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,700A,Inter-Divisional Charges,13907,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,200A,Materials & Supplies,9874,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,100A,Salaries And Benefits,1638268,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial & System Control,400A,Service And Rent,67164,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,510A,Contribution To Reserves/Reserve Funds,25259,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,700A,Inter-Divisional Charges,8614,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,200A,Materials & Supplies,5527,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,100A,Salaries And Benefits,1674910,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Financial Statement Preparation,400A,Service And Rent,68392,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,510A,Contribution To Reserves/Reserve Funds,1107,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,300A,Equipment,1004,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,700A,Inter-Divisional Charges,10961,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,200A,Materials & Supplies,5871,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,100A,Salaries And Benefits,1319707,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Management Reporting,400A,Service And Rent,45846,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,510A,Contribution To Reserves/Reserve Funds,2215,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,200A,Materials & Supplies,62,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,100A,Salaries And Benefits,145299,
Office of the Treasurer,ASD-Financial Reporting & Control,ASD-Provincial & Federal Reports Submission,400A,Service And Rent,6550,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,300A,Equipment,117,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,700A,Inter-Divisional Charges,121968,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,200A,Materials & Supplies,881,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,650A,Other Expenditures,17603,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,100A,Salaries And Benefits,3925497,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Payable Processing,400A,Service And Rent,84879,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,200A,Materials & Supplies,402,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,100A,Salaries And Benefits,398750,
Office of the Treasurer,ASD-Payment Processing,ASD-Accounts Receivable Processing,400A,Service And Rent,2353,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,300A,Equipment,176,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,700A,Inter-Divisional Charges,3532,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,200A,Materials & Supplies,584,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,650A,Other Expenditures,98000,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,100A,Salaries And Benefits,882119,
Office of the Treasurer,ASD-Payment Processing,ASD-Corporate Banking,400A,Service And Rent,14154,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,200A,Materials & Supplies,417,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,100A,Salaries And Benefits,287001,
Office of the Treasurer,ASD-Payment Processing,ASD-PCard Processing,400A,Service And Rent,3232,
Office of the Treasurer,ASD-SAP Governance,ASD-SAP Solution Delivery,100A,Salaries And Benefits,400,
